CARD:
Seq_Header	Hmmscan_Family
gb|CAD70268.1|ARO:3002704|fexA	RF0134
gb|CAL30186.1|ARO:3002699|cmlB1	RF0134
gb|CAM12479.1|ARO:3000567|tet(40)	RF0134
gb|CAQ49384.1|ARO:3000186|tetM	RF0134
gb|CBH51823.1|ARO:3000556|tet44	RF0134
gb|CCP45647.1|ARO:3003955|efpA	RF0134
gb|CCQ22388.1|ARO:3000421|norB	RF0134
gb|CAA37477.1|ARO:3002891|otr(A)	RF0135
gb|AAN28721.1|ARO:3002871|tet37	RF0136
gb|AAA22277.1|ARO:3003007|bmr	RF0137
gb|AAA22851.1|ARO:3000179|tet(L)	RF0137
gb|AAA26057.1|ARO:3002693|cmlA1	RF0137
gb|AAB84282.1|ARO:3000181|tet(V)	RF0137
gb|AAC36944.1|ARO:3003006|blt	RF0137
gb|AAC43550.1|ARO:3003967|lrfA	RF0137
gb|AAC45805.1|ARO:3002702|cmrA	RF0137
gb|AAC74149.2|ARO:3001216|mdtH	RF0137
gb|AAC75733.1|ARO:3000074|emrB	RF0137
gb|AAC77293.1|ARO:3001214|mdtM	RF0137
gb|AAD04032.1|ARO:3002892|otr(B)	RF0137
gb|AAD08227.1|ARO:3003964|hp1181	RF0137
gb|AAD22144.1|ARO:3002698|cmlB	RF0137
gb|AAF27726.1|ARO:3002694|cmlA4	RF0137
gb|AAF40764.1|ARO:3003962|farB	RF0137
gb|AAG03380.1|ARO:3002703|cmx	RF0137
gb|AAG16656.1|ARO:3002705|floR	RF0137
gb|AAK52606.1|ARO:3002696|cmlA6	RF0137
gb|AAK99679.1|ARO:3000822|pmrA	RF0137
gb|AAM77075.1|ARO:3002695|cmlA5	RF0137
gb|AAP93922.1|ARO:3000569|tet(41)	RF0137
gb|AAQ10694.1|ARO:3003047|qacB	RF0137
gb|AAS68233.1|ARO:3000391|norA	RF0137
gb|AAW38464.1|ARO:3004572|Staphylococcys	RF0137
gb|ABF33001.1|ARO:3003969|lmrP	RF0137
gb|ABV18113.1|ARO:3001329|mdtG	RF0137
gb|ABW91179.1|ARO:3004665|cmlA8	RF0137
gb|ACF70723.1|ARO:3004103|QepA2	RF0137
gb|ACQ82816.1|ARO:3004577|Acinetobacter	RF0137
gb|ACS83748.1|ARO:3000573|tet(43)	RF0137
gb|AEZ36150.1|ARO:3000448|qepA	RF0137
gb|AFH35853.1|ARO:3001328|Escherichia	RF0137
gb|AFK80333.1|ARO:3001313|facT	RF0137
gb|ALV80601.1|ARO:3003801|bcr-1	RF0137
gb|AQX36338.1|ARO:3004379|QepA4	RF0137
gb|BAA07390.1|ARO:3002893|tcr3	RF0137
gb|BAA11237.1|ARO:3000254|emrY	RF0137
gb|BAA14147.1|ARO:3004667|Staphylococcus	RF0137
gb|BAC11911.1|ARO:3003551|emeA	RF0137
gb|BAG75524.1|ARO:3003954|efmA	RF0137
gb|BAJ09383.1|ARO:3003046|qacA	RF0137
gb|CAA03986.1|ARO:3000343|tap	RF0137
gb|CAA42594.1|ARO:3002690|cml	RF0137
gb|CAA78046.1|ARO:3002701|Rhodococcus	RF0137
gb|CAD31707.1|ARO:3002691|Salmonella	RF0137
gb|CAD70268.1|ARO:3002704|fexA	RF0137
gb|CAL30186.1|ARO:3002699|cmlB1	RF0137
gb|CCP45647.1|ARO:3003955|efpA	RF0137
gb|CCQ22388.1|ARO:3000421|norB	RF0137
gb|EOU56998.1|ARO:3004597|Klebsiella	RF0137
gb|KIX81495.1|ARO:3002813|lmrB	RF0137
gb|AAG08359.1|ARO:3003682|OpmH	RF0147
gb|AAF36803.1|ARO:3002908|vanF	RF0149
gb|ACL82961.1|ARO:3002911|vanM	RF0149
gb|KTE89608.1|ARO:3003723|vanI	RF0150
gb|AAL27442.1|ARO:3002907|vanE	RF0151
gb|ABX54687.1|ARO:3002910|vanL	RF0151
gb|AEP40500.1|ARO:3002912|vanN	RF0151
gb|AHH83938.1|ARO:3000013|vanB	RF0152
gb|AHA41499.1|ARO:3002948|vanHO	RF0153
gb|ABX54689.1|ARO:3002973|vanTmL	RF0156
gb|AAM09853.1|ARO:3002957|vanYD	RF0159
gb|AAF36806.1|ARO:3002963|vanZF	RF0160
gb|AAC46343.1|ARO:3002581|AAC(6')-Ib10	RF0166
gb|AAC64365.1|ARO:3000230|ANT(2'')-Ia	RF0166
gb|AAD02244.1|ARO:3002580|AAC(6')-Ib9	RF0166
gb|AAL38577.1|ARO:3002577|AAC(6')-Ib4	RF0166
gb|AAL82588.1|ARO:3002600|AAC(3)-Ib/AAC(6')-Ib''	RF0166
gb|AAN41403.1|ARO:3002582|AAC(6')-Ib11	RF0166
gb|AAO83986.1|ARO:3002623|ANT(4')-Ia	RF0166
gb|AAT74613.1|ARO:3003676|AAC(6')-Ib'	RF0166
gb|ABC17627.1|ARO:3002547|AAC(6')-Ib-cr	RF0166
gb|ABU55430.1|ARO:3002591|AAC(6')-Ib-Suzhou	RF0166
gb|ACL37342.1|ARO:3002592|AAC(6')-Ib-Hangzhou	RF0166
gb|ACS44715.1|ARO:3002576|AAC(6')-Ib3	RF0166
gb|AFJ11384.1|ARO:3002546|AAC(6')-Ib	RF0166
gb|AGW81558.1|ARO:3002631|spd	RF0166
gb|AIK02012.1|ARO:3002579|AAC(6')-Ib8	RF0166
gb|AKN19287.1|ARO:3002578|AAC(6')-Ib7	RF0166
gb|CAB14620.1|ARO:3002627|aadK	RF0166
gb|CAE48335.2|ARO:3002599|AAC(6')-30/AAC(6')-Ib'	RF0166
gb|CAK55557.1|ARO:3002585|AAC(6')-31	RF0166
gb|CTQ57092.1|ARO:3004682|aadA27	RF0166
gb|ENU37733|ARO:3004091|ANT(3'')-IIc	RF0166
gb|ENU91137|ARO:3004090|ANT(3'')-IIb	RF0166
gb|AAA27471.1|ARO:3000205|tetX	RF0168
gb|AAB41059.1|ARO:3002884|iri	RF0168
gb|AAN28721.1|ARO:3002871|tet37	RF0168
gb|QBQ69719.1|ARO:3004720|Tet(X4)	RF0168
gb|QBQ85438.1|ARO:3004719|Tet(X3)	RF0168
gb|ABC68330.1|ARO:3002640|APH(3'')-Ic	RF0171
gb|ABK33456.1|ARO:3002639|APH(3'')-Ib	RF0171
gb|CAA37605.1|ARO:3002638|APH(3'')-Ia	RF0171
gb|AAA26699.1|ARO:3002649|APH(3')-Va	RF0172
gb|AAA76822.1|ARO:3002654|APH(3')-VIIa	RF0172
gb|AAB21326.1|ARO:3002651|APH(3')-Vc	RF0172
gb|AAC32025.1|ARO:3002650|APH(3')-Vb	RF0172
gb|ADQ43421.1|ARO:3002646|APH(3')-IIc	RF0172
gb|AGI04227.1|ARO:3003687|APH(3')-VI	RF0172
gb|AGV10830.1|ARO:3002647|APH(3')-IIIa	RF0172
gb|CAA23892.1|ARO:3002644|APH(3')-IIa	RF0172
gb|CAA27061.1|ARO:3002648|APH(3')-IVa	RF0172
gb|CAA30578.1|ARO:3002652|APH(3')-VIa	RF0172
gb|CAA62365.1|ARO:3002645|APH(3')-IIb	RF0172
gb|ENV34035|ARO:3004087|APH(3')-IX	RF0172
gb|EPF73263|ARO:3004086|APH(3')-VIII	RF0172
